Chambre,Emplacement,RawScan,Nb caisse,Nb bocaux,RawScan-Mani p,Strain,Line,Date,NbSem,AgeAMS,Type,Bocaux,Milieu,Rang,XorEorRori ,Rang/Rang+,Type+Rang,nom_varietes,Batch#,BatchLines,Qualité CHF,Unnamed: 22,Unnamed: 23,Unnamed: 24,0,Unnamed: 26,Unnamed: 27,1,< alt+e
4,4B31,833120250625EA6 84 ,,2.0,833120250625EA6,GNAMY,278.0,2025-06-25,12.0,2 mois 3 sem.,EA6 ,2.0,EA,6.0,E,6,E6,GHANAMI,GHANAMI 42,278-280,,,,,,,,,
4,4B31,833120250626E 6 37 ,1.0,,833120250626E 6,GNAMY,278.0,2025-06-26,12.0,2 mois 3 sem.,E 6 ,14.0,E ,6.0,E,6,E6,GHANAMI,GHANAMI 42,278-280,,,,,,,,,
4,4B31,862020250624E 4 84 ,1.0,11.0,862020250624E 4,GNAMY,290.0,2025-06-24,12.0,2 mois 3 sem.,E 4 ,25.0,E ,4.0,E,4,E4,GHANAMI,GHANAMI 44,286-290,,,,,,,,,
4,4B31,869920250916E 3 70 ,1.0,,869920250916E 3,GNAMY,2306.0,2025-09-16,0.0,< 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,GHANAMI,GHANAMI 45,2306,,,,,,,,,
4,4B31,869920250916E 3 68 ,1.0,,869920250916E 3,GNAMY,2306.0,2025-09-16,0.0,< 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,GHANAMI,GHANAMI 45,2306,,,,,,,,,
4,4B31,869920250916E 3 68 ,1.0,1.0,869920250916E 3,GNAMY,2306.0,2025-09-16,0.0,< 1 sem.,E 3 ,15.0,E ,3.0,E,3,E3,GHANAMI,GHANAMI 45,2306,,,,,,,,,
4,4B31,869920250917E 3 98 ,1.0,,869920250917E 3,GNAMY,2306.0,2025-09-17,0.0,< 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,GHANAMI,GHANAMI 45,2306,,,,,,,,,
4,4B32,840220250804EA4 68 ,,5.0,840220250804EA4,MDJU,3464.0,2025-08-04,6.0,1 mois 2 sem.,EA4 ,5.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
4,4B32,809020250814E 2 4  ,1.0,10.0,809020250814E 2,MDJU,3407.0,2025-08-14,5.0,1 mois ,E 2 ,24.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4B32,809020250804CS2 59 ,,6.0,809020250804CS2,MDJU,3407.0,2025-08-04,6.0,1 mois 2 sem.,CS2 ,6.0,CS,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4B32,842520250709E 7 69 ,,3.0,842520250709E 7,MDJU,3491.0,2025-07-09,10.0,2 mois 1 sem.,E 7 ,3.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4B32,809020250709EA3 34 ,1.0,,809020250709EA3,MDJU,3407.0,2025-07-09,10.0,2 mois 1 sem.,EA3 ,14.0,EA,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4B32,809020250707E 3 59 ,2.0,2.0,809020250707E 3,MDJU,3407.0,2025-07-07,10.0,2 mois 1 sem.,E 3 ,30.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4B32,842520250825EA4 34 ,1.0,,842520250825EA4,MDJU,3491.0,2025-08-25,3.0,3 sem.,EA4 ,14.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4B32,861120250805EA7 16 ,,3.0,861120250805EA7,MDJU,3522.0,2025-08-05,6.0,1 mois 1 sem.,EA7 ,3.0,EA,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
4,4B32,851220250724EA4 34 ,,5.0,851220250724EA4,MDJU,3508.0,2025-07-24,8.0,1 mois 3 sem.,EA4 ,5.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4B32,842520250703E 3 37 ,,11.0,842520250703E 3,MDJU,3491.0,2025-07-03,11.0,2 mois 2 sem.,E 3 ,11.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4B32,840220250710EA5 16 ,,2.0,840220250710EA5,MDJU,3464.0,2025-07-10,10.0,2 mois 1 sem.,EA5 ,2.0,EA,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
4,4B22,830620250814E 4 85 ,9.0,,830620250814E 4,MDJU,3445.0,2025-08-14,5.0,1 mois ,E 4 ,126.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
4,4B22,830620250814E 4 68 ,1.0,,830620250814E 4,MDJU,3445.0,2025-08-14,5.0,1 mois ,E 4 ,14.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
4,4B22,854820250704E 4 37 ,2.0,,854820250704E 4,GAIS,115.0,2025-07-04,10.0,2 mois 2 sem.,E 4 ,28.0,E ,4.0,E,4,E4,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B22,862320250707E 4 37 ,,12.0,862320250707E 4,GAIS,120.0,2025-07-07,10.0,2 mois 1 sem.,E 4 ,12.0,E ,4.0,E,4,E4,SAGGAI,SAGGAI 16,116-120,,,,,,,,,
4,4B22,862320250902MG1 16 ,,5.0,862320250902MG1,GAIS,120.0,2025-09-02,2.0,2 sem.,MG1 ,5.0,MG,1.0,BoxE,1,BoxE1,SAGGAI,SAGGAI 16,116-120,,,,,,,,,
4,4B22,862320250902E 4 16 ,,2.0,862320250902E 4,GAIS,120.0,2025-09-02,2.0,2 sem.,E 4 ,2.0,E ,4.0,E,4,E4,SAGGAI,SAGGAI 16,116-120,,,,,,,,,
4,4B22,854820250902E 4 16 ,,3.0,854820250902E 4,GAIS,115.0,2025-09-02,2.0,2 sem.,E 4 ,3.0,E ,4.0,E,4,E4,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B22,862320250902XM1916 ,,3.0,862320250902XM1,GAIS,120.0,2025-09-02,2.0,2 sem.,XM19,3.0,XM,19.0,X,13+,X13+,SAGGAI,SAGGAI 16,116-120,,,,,,,,,
4,4B22,854820250902XM2016 ,,5.0,854820250902XM2,GAIS,115.0,2025-09-02,2.0,2 sem.,XM20,5.0,XM,20.0,X,13+,X13+,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B22,854820250903MG1 21 ,,8.0,854820250903MG1,GAIS,115.0,2025-09-03,2.0,2 sem.,MG1 ,8.0,MG,1.0,BoxE,1,BoxE1,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B22,854820250903E 3 21 ,,5.0,854820250903E 3,GAIS,115.0,2025-09-03,2.0,2 sem.,E 3 ,5.0,E ,3.0,E,3,E3,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B22,854820250903XM2421 ,,12.0,854820250903XM2,GAIS,115.0,2025-09-03,2.0,2 sem.,XM24,12.0,XM,24.0,X,13+,X13+,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B21,862320250731E 6 34 ,1.0,,862320250731E 6,GAIS,120.0,2025-07-31,7.0,1 mois 2 sem.,E 6 ,14.0,E ,6.0,E,6,E6,SAGGAI,SAGGAI 16,116-120,,,,,,,,,
4,4B21,854820250807EA4 16 ,,3.0,854820250807EA4,GAIS,115.0,2025-08-07,6.0,1 mois 1 sem.,EA4 ,3.0,EA,4.0,E,4,E4,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B21,854820250701E 3 37 ,1.0,5.0,854820250701E 3,GAIS,115.0,2025-07-01,11.0,2 mois 2 sem.,E 3 ,19.0,E ,3.0,E,3,E3,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B21,854820250630E 6 37 ,,7.0,854820250630E 6,GAIS,115.0,2025-06-30,11.0,2 mois 2 sem.,E 6 ,7.0,E ,6.0,E,6,E6,SAGGAI,SAGGAI 15,106-115,,,,,,,,,
4,4B21,869820250704EA2 84 ,4.0,7.0,869820250704EA2,AMZLY,2306.0,2025-07-04,10.0,2 mois 2 sem.,EA2 ,63.0,EA,2.0,E,2,E2,ZAMLI,ZAMLI 4,2306,,,,,,,,,
4,4B21,833720250801EA8 34 ,,1.0,833720250801EA8,DABAS,36.0,2025-08-01,6.0,1 mois 2 sem.,EA8 ,1.0,EA,8.0,E,7+,E7+,DABBAS,DABBAS 4,33-47,,,,,,,,,
4,4B21,828720250724E 4 34 ,,9.0,828720250724E 4,GND,12.0,2025-07-24,8.0,1 mois 3 sem.,E 4 ,9.0,E ,4.0,E,4,E4,GANDA,GANDA 4,11-15,,,,,,,,,
4,4B21,828720250724E 6 34 ,1.0,1.0,828720250724E 6,GND,12.0,2025-07-24,8.0,1 mois 3 sem.,E 6 ,15.0,E ,6.0,E,6,E6,GANDA,GANDA 4,11-15,,,,,,,,,
4,4B21,860820250917E 2 14 ,1.0,,860820250917E 2,ISEHS,2.0,2025-09-17,0.0,< 1 sem.,E 2 ,14.0,E ,2.0,E,2,E2,SHESHI,SHESHI 02,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1A50,saisie_manuelle,,12.0,saisie_manuelle,AYA,941001.0,2025-09-16,0.0,< 1 sem.,i 7,12.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,AYYASHA,AYYASHA 10,941001-941002,,,,,,,,,séries sur chariot en salle : annotée avec emplacement -Z--
,,saisie_manuelle,,,saisie_manuelle,BRAHY,240601.0,,,,,,,,,,,BARHEE,BAHREE 111,240601-240625,,,,,,,,,
1,1B40,saisie_manuelle,,203.0,,BRAHY,250501.0,2025-07-16,9.0,2 mois ,i 2,203.0,i ,2.0,i,nit° 1-2,init° 1-2,BARHEE,BAHREE 112,250501-250520,,,,,,,,,
1,1B50,saisie_manuelle,,9.0,,BTAMZ,250501.0,2025-09-16,0.0,< 1 sem.,i 3,9.0,i ,3.0,i,° 3-4-5,i° 3-4-5,NABTA MAZROUI,BTAMZ 9,250501-250502,,,,,,,,,saisies manuelles du matériel de la chambre 1 sans code-barre
1,1A30,saisie_manuelle,,5.0,saisie_manuelle,DAHA,240601.0,2025-09-15,0.0,< 1 sem.,x 1,5.0,x ,1.0,X,1,X1,OMM UD DAHAN,DAHAN 42,240601-240605,,,,,,,,,"date réelle, lignée arbitraire (1ère du batch), rang réel"
1,1A30,saisie_manuelle,,24.0,saisie_manuelle,DAHA,241001.0,2025-09-15,0.0,< 1 sem.,i 7,24.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,OMM UD DAHAN,DAHAN 43,241001-241005,,,,,,,,,attention : formules à re-tirer pour écraser les modifs manuelles faites ici
1,1B50,saisie_manuelle,,7.0,,DAHA,250501.0,2025-09-17,0.0,< 1 sem.,i 3,7.0,i ,3.0,i,° 3-4-5,i° 3-4-5,OMM UD DAHAN,DAHAN 44,250501-250504,,,,,,,,,
1,1B50,saisie_manuelle,,8.0,,DAHA,250505.0,2025-09-17,0.0,< 1 sem.,i 3,8.0,i ,3.0,i,° 3-4-5,i° 3-4-5,OMM UD DAHAN,DAHAN 45,250505-250507,,,,,,,,,
1,1B20,saisie_manuelle,,18.0,saisie_manuelle,DABAS,950101.0,2025-01-08,36.0,8 mois 1 sem.,i 1,18.0,i ,1.0,i,nit° 1-2,init° 1-2,DABBAS,DABBAS 6,950101-950104,,,,,,,,,
,,,,,,DABAS,250501.0,,,,,,,,,,,,,,,,,,,,,,
1,1B20,saisie_manuelle,,96.0,,DABAS,250801.0,2025-08-07,6.0,1 mois 1 sem.,i 1,96.0,i ,1.0,i,nit° 1-2,init° 1-2,DABBAS,DABBAS 8,250801-250805,,,,,,,,,
1,1A20,saisie_manuelle,,70.0,saisie_manuelle,FAR F,241001.0,2025-09-15,0.0,< 1 sem.,i 7,70.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,FARD femelle,FARD 22,241001-241005,,,,,,,,,
1,1B20,saisie_manuelle,,14.0,saisie_manuelle,FAR F,950101.0,2025-08-18,4.0,1 mois ,i 4,14.0,i ,4.0,i,° 3-4-5,i° 3-4-5,FARD femelle,FARD 23,950101-950110,,,,,,,,,
1,1B40,saisie_manuelle,,38.0,,FAR F,250501.0,2025-09-17,0.0,< 1 sem.,i 3,38.0,i ,3.0,i,° 3-4-5,i° 3-4-5,FARD femelle,FARD 24,250501-250510,,,,,,,,,
1,1B20,saisie_manuelle,,4.0,,GNAMY,950101.0,2025-08-18,4.0,1 mois ,i 4,4.0,i ,4.0,i,° 3-4-5,i° 3-4-5,GHANAMI,GHANAMI 47,950101-950104,,,,,,,,,
1,1A50,saisie_manuelle,,12.0,,GND,941001.0,2025-09-16,0.0,< 1 sem.,i 7,12.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,GANDA,GANDA 6,941001-941002,,,,,,,,,
1,1B40,saisie_manuelle,,7.0,,GND,250501.0,2025-09-17,0.0,< 1 sem.,i 3,7.0,i ,3.0,i,° 3-4-5,i° 3-4-5,GANDA,GANDA 7,250501-250502,,,,,,,,,
1,1B20,saisie_manuelle,,16.0,,GND,250801.0,2025-08-07,6.0,1 mois 1 sem.,i 1,16.0,i ,1.0,i,nit° 1-2,init° 1-2,GANDA,GANDA 8,250801-250802,,,,,,,,,
1,1B50,saisie_manuelle,,10.0,,KLAS,250501.0,2025-09-16,0.0,< 1 sem.,i 3,10.0,i ,3.0,i,° 3-4-5,i° 3-4-5,KHALASS,KHALASS 58,250501-250502,,,,,,,,,
1,1B20,saisie_manuelle,,4.0,,KNES,950101.0,2025-06-06,14.0,3 mois 1 sem.,i 3,4.0,i ,3.0,i,° 3-4-5,i° 3-4-5,KENESI,KHENEZI 13,950101-950103,,,,,,,,,
1,1B50,saisie_manuelle,,26.0,,KNES,250501.0,2025-09-17,0.0,< 1 sem.,i 3,26.0,i ,3.0,i,° 3-4-5,i° 3-4-5,KENESI,KHENEZI 14,250501-250506,,,,,,,,,
1,1B50,saisie_manuelle,,9.0,,LLU,250501.0,2025-09-17,0.0,< 1 sem.,i 3,9.0,i ,3.0,i,° 3-4-5,i° 3-4-5,LULU,LULU 10,250501-250502,,,,,,,,,
1,1B10,saisie_manuelle,,218.0,,MDJU,250501.0,2025-07-16,9.0,2 mois ,i 2,218.0,i ,2.0,i,nit° 1-2,init° 1-2,MEDJOOL,MEDJOOL 112,250501-250520,,,,,,,,,
1,1A30,saisie_manuelle,2.0,,,GAIS,240601.0,2025-09-15,0.0,< 1 sem.,X 1,28.0,X ,1.0,X,1,X1,SAGGAI,SAGGAI 17,240601-240602,,,,,,,,,
1,1B50,saisie_manuelle,,11.0,,GAIS,250501.0,2025-09-17,0.0,< 1 sem.,i 3,11.0,i ,3.0,i,° 3-4-5,i° 3-4-5,SAGGAI,SAGGAI 18,250501-250503,,,,,,,,,
1,1A50,saisie_manuelle,,8.0,,ISEHS,941001.0,2025-09-16,0.0,< 1 sem.,i 7,8.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,SHESHI,SHESHI 05,941001-941002,,,,,,,,,
1,1B50,saisie_manuelle,,21.0,,ISEHS,250501.0,2025-09-16,0.0,< 1 sem.,i 3,21.0,i ,3.0,i,° 3-4-5,i° 3-4-5,SHESHI,SHESHI 06,250501-250505,,,,,,,,,
1,1A30,saisie_manuelle,,17.0,,AMZLY,241001.0,2025-09-15,0.0,< 1 sem.,i 7,17.0,i ,7.0,i, préX° 6-7-8,i préX° 6-7-8,ZAMLI,ZAMLI 5,241001-241002,,,,,,,,,
1,1B50,saisie_manuelle,,9.0,,AMZLY,250501.0,2025-09-16,0.0,< 1 sem.,i 3,9.0,i ,3.0,i,° 3-4-5,i° 3-4-5,ZAMLI,ZAMLI 6,250501-250503,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4A52,809020250814E 2 79 ,,279.0,809020250814E 2,MDJU,3407.0,2025-08-14,5.0,1 mois ,E 2 ,279.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A52,809020250813E 2 73 ,1.0,,809020250813E 2,MDJU,3407.0,2025-08-13,5.0,1 mois ,E 2 ,14.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A52,809020250806E 2 79 ,1.0,,809020250806E 2,MDJU,3407.0,2025-08-06,6.0,1 mois 1 sem.,E 2 ,14.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A52,809020250806E 2 86 ,2.0,648.0,809020250806E 2,MDJU,3407.0,2025-08-06,6.0,1 mois 1 sem.,E 2 ,676.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A52,809020250804E 2 84 ,1.0,,809020250804E 2,MDJU,3407.0,2025-08-04,6.0,1 mois 2 sem.,E 2 ,14.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A42,809020250812E 2 86 ,1.0,,809020250812E 2,MDJU,3407.0,2025-08-12,5.0,1 mois ,E 2 ,14.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A42,809020250813E 2 37 ,1.0,315.0,809020250813E 2,MDJU,3407.0,2025-08-13,5.0,1 mois ,E 2 ,329.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4A22,809020250909E 3 59 ,,477.0,809020250909E 3,MDJU,3407.0,2025-09-09,1.0,1 sem.,E 3 ,477.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4Z10,861120250723E 3 21 ,1.0,,861120250723E 3,MDJU,3522.0,2025-07-23,8.0,1 mois 3 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
4,4Z10,841320250623E 7 84 ,,2.0,841320250623E 7,MDJU,3476.0,2025-06-23,12.0,2 mois 3 sem.,E 7 ,2.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4Z10,841320250623E 7 84 ,,3.0,841320250623E 7,MDJU,3476.0,2025-06-23,12.0,2 mois 3 sem.,E 7 ,3.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4Z10,851620250709E 3 37 ,2.0,1.0,851620250709E 3,MDJU,3514.0,2025-07-09,10.0,2 mois 1 sem.,E 3 ,29.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4Z10,685020250807E 1 68 ,1.0,,685020250807E 1,FAR F,129.0,2025-08-07,6.0,1 mois 1 sem.,E 1 ,14.0,E ,1.0,E,1,E1,FARD femelle,FARD 11,123-133,,,,,,,,,
4,4Z10,685020250806E 1 68 ,1.0,,685020250806E 1,FAR F,129.0,2025-08-06,6.0,1 mois 1 sem.,E 1 ,14.0,E ,1.0,E,1,E1,FARD femelle,FARD 11,123-133,,,,,,,,,
4,4Z10,841320250702E 7 59 ,,8.0,841320250702E 7,MDJU,3476.0,2025-07-02,11.0,2 mois 2 sem.,E 7 ,8.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
4,4Z10,851620250709E 3 37 ,,6.0,851620250709E 3,MDJU,3514.0,2025-07-09,10.0,2 mois 1 sem.,E 3 ,6.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4Z10,851620250709E 3 37 ,1.0,,851620250709E 3,MDJU,3514.0,2025-07-09,10.0,2 mois 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4Z10,840220250620E 4 73 ,,2.0,840220250620E 4,MDJU,3464.0,2025-06-20,12.0,2 mois 4 sem.,E 4 ,2.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
4,4Z10,851620250610E 7 73 ,1.0,,851620250610E 7,MDJU,3514.0,2025-06-10,14.0,3 mois 1 sem.,E 7 ,14.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4Z10,851620250708E 3 37 ,1.0,,851620250708E 3,MDJU,3514.0,2025-07-08,10.0,2 mois 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
4,4Z10,685020250807E 1 69 ,2.0,,685020250807E 1,FAR F,129.0,2025-08-07,6.0,1 mois 1 sem.,E 1 ,28.0,E ,1.0,E,1,E1,FARD femelle,FARD 11,123-133,,,,,,,,,
4,4Z10,685020250807E 1 21 ,3.0,,685020250807E 1,FAR F,129.0,2025-08-07,6.0,1 mois 1 sem.,E 1 ,42.0,E ,1.0,E,1,E1,FARD femelle,FARD 11,123-133,,,,,,,,,
4,4Z10,809020250917E 3 37 ,2.0,3.0,809020250917E 3,MDJU,3407.0,2025-09-17,0.0,< 1 sem.,E 3 ,31.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4Z10,830620250717E 4 84 ,5.0,9.0,830620250717E 4,MDJU,3445.0,2025-07-17,9.0,2 mois ,E 4 ,79.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
4,4Z10,830620250717E 4 86 ,3.0,,830620250717E 4,MDJU,3445.0,2025-07-17,9.0,2 mois ,E 4 ,42.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
4,4Z10,809020250715E 3 37 ,,12.0,809020250715E 3,MDJU,3407.0,2025-07-15,9.0,2 mois ,E 3 ,12.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4Z10,809020250710E 3 37 ,,7.0,809020250710E 3,MDJU,3407.0,2025-07-10,10.0,2 mois 1 sem.,E 3 ,7.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
4,4Z10,809020250710E 3 37 ,2.0,,809020250710E 3,MDJU,3407.0,2025-07-10,10.0,2 mois 1 sem.,E 3 ,28.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHF,CHF,851620240805E+1720 ,2.0,1.0,851620240805E+1,MDJU,3514.0,2024-08-05,58.0,1 an 1 mois 1 sem.,E+17,29.0,E+,17.0,X,13+,X13+,MEDJOOL,MEDJOOL 107,3501-3520,0.1,,copier -coller de l'inventaire d'aout,,,,,,
CHF,CHF,770420221212X 1164 ,2.0,,770420221212X 1,HWALA,9.0,2022-12-12,144.0,2 ans 9 mois ,X 11,28.0,X ,11.0,X,11,X11,HELWA,HELWA 3,5-9,1,,a sortir : MDJU,,,,,,
CHF,CHF,770120221216X 1265 ,2.0,,770120221216X 1,HWALA,5.0,2022-12-16,143.0,2 ans 9 mois ,X 12,28.0,X ,12.0,X,12,X12,HELWA,HELWA 3,5-9,0.1,,a sortir : demi série de XXX,,,,,,
CHF,CHF,770120230105X 1120 ,1.0,,770120230105X 1,HWALA,5.0,2023-01-05,141.0,2 ans 8 mois 1 sem.,X 11,14.0,X ,11.0,X,11,X11,HELWA,HELWA 3,5-9,0.1,,,,,,,,
CHF,CHF,806920230221X 1036 ,27.0,,806920230221X 1,DAHA,399.0,2023-02-21,134.0,2 ans 6 mois 4 sem.,X 10,378.0,X ,10.0,X,10,X10,OMM UD DAHAN,DAHAN 37,393-412,1,,,,,,,,
CHF,CHF,861120240212X 7 36 ,1.0,,861120240212X 7,MDJU,3522.0,2024-02-12,83.0,1 an 7 mois ,X 7 ,14.0,X ,7.0,X,7,X7,MEDJOOL,MEDJOOL 108,3521-3530,3,,,,,,,,
CHF,CHF,869920250206RG9 36 ,12.0,,869920250206RG9,GNAMY,2306.0,2025-02-06,32.0,7 mois 1 sem.,RG9 ,168.0,RG,9.0,X,9,X9,GHANAMI,GHANAMI 45,2306,3,,,,,,,,
CHF,CHF,833920230704X 7 7  ,4.0,,833920230704X 7,DABAS,39.0,2023-07-04,115.0,2 ans 2 mois 2 sem.,X 7 ,56.0,X ,7.0,X,7,X7,DABBAS,DABBAS 4,33-47,1,,,,,,,,
CHF,CHF,832820231128RG137  ,1.0,,832820231128RG1,NWRA,188.0,2023-11-28,94.0,1 an 9 mois 3 sem.,RG13,14.0,RG,13.0,X,13+,X13+,NAWADER,NAWADER 39,185-188,0.1,,,,,,,,
CHF,CHF,805620221103RG7 36 ,1.0,,805620221103RG7,NWRA,181.0,2022-11-03,150.0,2 ans 10 mois 2 sem.,RG7 ,14.0,RG,7.0,X,7,X7,NAWADER,NAWADER 38,175-184,0,,,,,,,,
CHF,CHF,805020230427RG9 7  ,2.0,,805020230427RG9,NWRA,175.0,2023-04-27,125.0,2 ans 4 mois 3 sem.,RG9 ,28.0,RG,9.0,X,9,X9,NAWADER,NAWADER 38,175-184,0.1,,,,,,,,
CHF,CHF,775120221013X 1114 ,2.0,,775120221013X 1,GAIS,91.0,2022-10-13,153.0,2 ans 11 mois ,X 11,28.0,X ,11.0,X,11,X11,SAGGAI,SAGGAI 13,91-100,0.1,,,,,,,,
CHF,CHF,806120230110RG107  ,2.0,,806120230110RG1,GAIS,102.0,2023-01-10,140.0,2 ans 8 mois 1 sem.,RG10,28.0,RG,10.0,X,10,X10,SAGGAI,SAGGAI 14,101-105,1,,,,,,,,
CHF,CHF,870920250701RG8 7  ,12.0,,870920250701RG8,HWALA,9312.0,2025-07-01,11.0,2 mois 2 sem.,RG8 ,168.0,RG,8.0,X,8,X8,HELWA,HELWA 5,9312,4,,,,,,,,
CHF,CHF,833720250702RG157  ,2.0,,833720250702RG1,DABAS,36.0,2025-07-02,11.0,2 mois 2 sem.,RG15,28.0,RG,15.0,X,13+,X13+,DABBAS,DABBAS 4,33-47,4,,,,,,,,
CHF,CHF,855920240215X 124  ,,9.0,855920240215X 1,DABAS,56.0,2024-02-15,83.0,1 an 7 mois ,X 12,9.0,X ,12.0,X,12,X12,DABBAS,DABBAS 5,48-66,1,,,,,,,,
CHF,CHF,833020230512RG6 7  ,1.0,7.0,833020230512RG6,GND,18.0,2023-05-12,122.0,2 ans 4 mois ,RG6 ,21.0,RG,6.0,X,6,X6,GANDA,GANDA 5,16-18,1,,,,,,,,
CHF,CHF,870120250325RG7 36 ,3.0,,870120250325RG7,HWALA,9308.0,2025-03-25,25.0,5 mois 3 sem.,RG7 ,42.0,RG,7.0,X,7,X7,HELWA,HELWA 4,9308,3,,,,,,,,
CHF,CHF,853520250204X 1437 ,,2.0,853520250204X 1,KNES,131.0,2025-02-04,32.0,7 mois 2 sem.,X 14,2.0,X ,14.0,X,13+,X13+,KENESI,KHENEZI 11,115-134,2,,,,,,,,
CHF,CHF,869320241021X 1036 ,1.0,,869320241021X 1,KNES,137.0,2024-10-21,47.0,10 mois 4 sem.,X 10,14.0,X ,10.0,X,10,X10,KENESI,KHENEZI 12,135-139,3,,,,,,,,
